9.526949703693390337e-01,9.531799703836441040e-01,9.522599577903747559e-01,9.515699714422225508e-01,9.528149753808975442e-01,9.521899670362472534e-01
9.524399578571319802e-01,9.514199674129486528e-01,9.513699740171432939e-01,9.508849740028381126e-01,9.513749629259109497e-01,9.512699663639068159e-01
9.526999652385711448e-01,9.502099722623824629e-01,9.493549764156341553e-01,9.494449794292449951e-01,9.492049723863601463e-01,9.489749729633331077e-01
9.525649756193160789e-01,9.479949712753296120e-01,9.472899764776230302e-01,9.476549804210663286e-01,9.477299630641937700e-01,9.471549749374389426e-01
9.517949640750884566e-01,9.042199797928333060e-01,9.042799770832061768e-01,9.469599753618240801e-01,9.475449681282043235e-01,9.475049793720244917e-01
9.525549799203872903e-01,9.475799739360809548e-01,9.480499774217605591e-01,9.481499671936035600e-01,9.484199702739715132e-01,9.484499812126159224e-01
9.528649628162384477e-01,9.487649708986282127e-01,9.493899732828140481e-01,9.493699580430984275e-01,9.489849776029586348e-01,9.496299713850021584e-01
9.521299690008163674e-01,9.493749827146530373e-01,9.496649742126465066e-01,9.497649759054184182e-01,9.491749793291092141e-01,9.494749724864959273e-01
9.521199822425842063e-01,9.501049727201461570e-01,9.501399695873260498e-01,9.497699707746505293e-01,9.493499606847762839e-01,9.497949808835983720e-01
9.524749666452407837e-01,9.502349734306335671e-01,9.503899663686752319e-01,9.501999706029892190e-01,9.498549669981002364e-01,9.493149697780609575e-01
9.521349608898163064e-01,9.507699638605118242e-01,9.509799689054488914e-01,9.498899757862091509e-01,9.498399645090103149e-01,9.493499785661697610e-01
